method-a,method-b,verdict
org.apache.commons.codec.binary.Base32.validateCharacter(JLorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base32InputStream.markSupported()Z,org.apache.commons.codec.binary.Base32InputStream.close()V,spurious-spec
org.apache.commons.codec.binary.Base64.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.Base64.encode([B)[B,spurious-spec
org.apache.commons.codec.binary.Base64.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.Base64.isStrictDecoding()Z,spurious-spec
org.apache.commons.codec.binary.Base64.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base64.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.BaseNCodec.encode([BII)[B,spurious-spec
org.apache.commons.codec.binary.Base64.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,spurious-spec
org.apache.commons.codec.binary.Base64.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base64.isStrictDecoding()Z,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base64.isStrictDecoding()Z,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base64.validateCharacter(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.Base64.validateCharacter(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.encode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,org.apache.commons.codec.binary.Base16.isStrictDecoding()Z,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,org.apache.commons.codec.binary.Base32.isStrictDecoding()Z,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,org.apache.commons.codec.binary.Base32.validateCharacter(JLorg/apache/commons/codec/binary/BaseNCodec$Context;)V,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,org.apache.commons.codec.binary.Base64.isStrictDecoding()Z,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,org.apache.commons.codec.binary.BaseNCodec.available(Lorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,org.apache.commons.codec.binary.BaseNCodec.readResults([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)I,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.isStrictDecoding()Z,org.apache.commons.codec.binary.Base32.isStrictDecoding()Z,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.isStrictDecoding()Z,org.apache.commons.codec.binary.Base32.validateCharacter(JLorg/apache/commons/codec/binary/BaseNCodec$Context;)V,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.isStrictDecoding()Z,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,spurious-spec
org.apache.commons.codec.binary.BaseNCodecInputStream.read([BII)I,org.apache.commons.codec.binary.Base16InputStream.close()V,sometimes-true-spec
org.apache.commons.codec.binary.BaseNCodecInputStream.read([BII)I,org.apache.commons.codec.binary.Base32InputStream.close()V,sometimes-true-spec
org.apache.commons.codec.binary.BaseNCodecOutputStream.eof()V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush(Z)V,true-spec
org.apache.commons.codec.language.DaitchMokotoffSoundex$Branch.processNextReplacement(Ljava/lang/String;Z)V,org.apache.commons.codec.language.DaitchMokotoffSoundex$Branch.finish()V,true-spec
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendAlternate(C)V,org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.getPrimary()Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendPrimary(C)V,org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendAlternate(C)V,spurious-spec
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendPrimary(Ljava/lang/String;)V,org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendAlternate(Ljava/lang/String;)V,spurious-spec
org.apache.commons.codec.language.DoubleMetaphone.isSlavoGermanic(Ljava/lang/String;)Z,org.apache.commons.codec.language.DoubleMetaphone.isSilentStart(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.isVowel(Ljava/lang/String;)Z,org.apache.commons.codec.language.MatchRatingApproachEncoder.getFirst3Last3(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.isVowel(Ljava/lang/String;)Z,org.apache.commons.codec.language.MatchRatingApproachEncoder.removeDoubleConsonants(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.removeAccents(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.getFirst3Last3(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.removeAccents(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.isVowel(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.removeAccents(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.removeDoubleConsonants(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.removeAccents(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.removeVowels(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.removeDoubleConsonants(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.getFirst3Last3(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.Metaphone.isNextChar(Ljava/lang/StringBuilder;IC)Z,org.apache.commons.codec.language.Metaphone.isVowel(Ljava/lang/StringBuilder;I)Z,spurious-spec
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setNameType(Lorg/apache/commons/codec/language/bm/NameType;)V,org.apache.commons.codec.language.bm.BeiderMorseEncoder.encode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setNameType(Lorg/apache/commons/codec/language/bm/NameType;)V,org.apache.commons.codec.language.bm.BeiderMorseEncoder.setMaxPhonemes(I)V,spurious-spec
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setNameType(Lorg/apache/commons/codec/language/bm/NameType;)V,org.apache.commons.codec.language.bm.BeiderMorseEncoder.setRuleType(Lorg/apache/commons/codec/language/bm/RuleType;)V,spurious-spec
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setRuleType(Lorg/apache/commons/codec/language/bm/RuleType;)V,org.apache.commons.codec.language.bm.BeiderMorseEncoder.setMaxPhonemes(I)V,spurious-spec
org.apache.commons.codec.language.bm.PhoneticEngine.getNameType()Lorg/apache/commons/codec/language/bm/NameType;,org.apache.commons.codec.language.bm.PhoneticEngine.getMaxPhonemes()I,spurious-spec
org.apache.commons.codec.language.bm.PhoneticEngine.getNameType()Lorg/apache/commons/codec/language/bm/NameType;,org.apache.commons.codec.language.bm.PhoneticEngine.getRuleType()Lorg/apache/commons/codec/language/bm/RuleType;,spurious-spec
org.apache.commons.codec.language.bm.PhoneticEngine.getNameType()Lorg/apache/commons/codec/language/bm/NameType;,org.apache.commons.codec.language.bm.PhoneticEngine.isConcat()Z,spurious-spec
org.apache.commons.codec.language.bm.PhoneticEngine.getRuleType()Lorg/apache/commons/codec/language/bm/RuleType;,org.apache.commons.codec.language.bm.PhoneticEngine.getMaxPhonemes()I,spurious-spec
org.apache.commons.codec.language.bm.PhoneticEngine.getRuleType()Lorg/apache/commons/codec/language/bm/RuleType;,org.apache.commons.codec.language.bm.PhoneticEngine.isConcat()Z,spurious-spec
org.apache.commons.codec.language.bm.PhoneticEngine.isConcat()Z,org.apache.commons.codec.language.bm.PhoneticEngine.getMaxPhonemes()I,spurious-spec
org.apache.commons.codec.net.BCodec.doDecoding([B)[B,org.apache.commons.codec.net.BCodec.doEncoding([B)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.containsSpace([B)Z,org.apache.commons.codec.net.PercentCodec.decode(Ljava/lang/Object;)Ljava/lang/Object;,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(B)V,org.apache.commons.codec.net.PercentCodec.containsSpace([B)Z,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChars([B)V,org.apache.commons.codec.net.PercentCodec.containsSpace([B)Z,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChars([B)V,org.apache.commons.codec.net.PercentCodec.decode(Ljava/lang/Object;)Ljava/lang/Object;,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChars([B)V,org.apache.commons.codec.net.PercentCodec.encode(Ljava/lang/Object;)Ljava/lang/Object;,spurious-spec
org.apache.commons.codec.net.QCodec.doDecoding([B)[B,org.apache.commons.codec.net.QCodec.doEncoding([B)[B,spurious-spec
org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doDecoding([B)[B,spurious-spec
org.apache.commons.codec.StringEncoderAbstractTest.createStringEncoder()Lorg/apache/commons/codec/StringEncoder;,org.apache.commons.codec.StringEncoderAbstractTest.getStringEncoder()Lorg/apache/commons/codec/StringEncoder;,true-spec
org.apache.commons.codec.binary.Base16.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,org.apache.commons.codec.binary.Base16.isStrictDecoding()Z,spurious-spec
org.apache.commons.codec.binary.Base16InputStream.read([BII)I,org.apache.commons.codec.binary.Base16InputStream.close()V,sometimes-true-spec
org.apache.commons.codec.binary.Base32InputStream.read([BII)I,org.apache.commons.codec.binary.Base32InputStream.close()V,sometimes-true-spec
org.apache.commons.codec.binary.Base64.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.Base64.decode([B)[B,spurious-spec
org.apache.commons.codec.binary.Base64.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.Base64.validateCharacter(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,org.apache.commons.codec.binary.Base16.validateTrailingCharacter()V,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,org.apache.commons.codec.binary.Base64.validateCharacter(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,spurious-spec
org.apache.commons.codec.binary.BaseNCodecOutputStream.eof()V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush()V,true-spec
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.append(C)V,org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.getPrimary()Ljava/lang/String;,true-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.cleanName(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.getFirst3Last3(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.cleanName(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.isVowel(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.cleanName(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.removeDoubleConsonants(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.cleanName(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.removeVowels(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.getMinRating(I)I,org.apache.commons.codec.language.MatchRatingApproachEncoder.leftToRightThenRightToLeftProcessing(Ljava/lang/String;Ljava/lang/String;)I,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.removeVowels(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.getFirst3Last3(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.MatchRatingApproachEncoder.removeVowels(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.language.MatchRatingApproachEncoder.removeDoubleConsonants(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setRuleType(Lorg/apache/commons/codec/language/bm/RuleType;)V,org.apache.commons.codec.language.bm.BeiderMorseEncoder.encode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(B)V,org.apache.commons.codec.net.PercentCodec.decode(Ljava/lang/Object;)Ljava/lang/Object;,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(B)V,org.apache.commons.codec.net.PercentCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(B)V,org.apache.commons.codec.net.PercentCodec.doEncode([BIZ)[B,true-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(B)V,org.apache.commons.codec.net.PercentCodec.encode(Ljava/lang/Object;)Ljava/lang/Object;,true-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(B)V,org.apache.commons.codec.net.PercentCodec.encode([B)[B,true-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(B)V,org.apache.commons.codec.net.PercentCodec.expectedDecodingBytes([B)I,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(B)V,org.apache.commons.codec.net.PercentCodec.expectedEncodingBytes([B)I,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChars([B)V,org.apache.commons.codec.net.PercentCodec.doEncode([BIZ)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChars([B)V,org.apache.commons.codec.net.PercentCodec.encode([B)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChars([B)V,org.apache.commons.codec.net.PercentCodec.expectedEncodingBytes([B)I,spurious-spec
org.apache.commons.codec.binary.Base16.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,org.apache.commons.codec.binary.Base16.decodeOctet(B)I,spurious-spec
org.apache.commons.codec.binary.Base16.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,org.apache.commons.codec.binary.Base16.validateTrailingCharacter()V,spurious-spec
org.apache.commons.codec.binary.Base16InputStream.read()I,org.apache.commons.codec.binary.Base16InputStream.close()V,sometimes-true-spec
org.apache.commons.codec.binary.Base16OutputStream.write([BII)V,org.apache.commons.codec.binary.Base16OutputStream.close()V,sometimes-true-spec
org.apache.commons.codec.binary.Base16OutputStream.write([BII)V,org.apache.commons.codec.binary.BaseNCodecOutputStream.eof()V,true-spec
org.apache.commons.codec.binary.Base16OutputStream.write([BII)V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush()V,spurious-spec
org.apache.commons.codec.binary.Base16OutputStream.write([BII)V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush(Z)V,no-break-pass (direct)
org.apache.commons.codec.binary.Base32.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.Base32.validateTrailingCharacters()V,spurious-spec
org.apache.commons.codec.binary.Base32.isInAlphabet(B)Z,org.apache.commons.codec.binary.Base32.validateTrailingCharacters()V,spurious-spec
org.apache.commons.codec.binary.Base32InputStream.read()I,org.apache.commons.codec.binary.Base32InputStream.close()V,sometimes-true-spec
org.apache.commons.codec.binary.Base32OutputStream.write([B)V,org.apache.commons.codec.binary.Base32OutputStream.close()V,spurious-spec
org.apache.commons.codec.binary.Base32OutputStream.write([B)V,org.apache.commons.codec.binary.BaseNCodecOutputStream.eof()V,true-spec
org.apache.commons.codec.binary.Base32OutputStream.write([B)V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush()V,true-spec
org.apache.commons.codec.binary.Base32OutputStream.write([BII)V,org.apache.commons.codec.binary.Base32OutputStream.close()V,sometimes-true-spec
org.apache.commons.codec.binary.Base32OutputStream.write([BII)V,org.apache.commons.codec.binary.BaseNCodecOutputStream.eof()V,unknown
org.apache.commons.codec.binary.Base32OutputStream.write([BII)V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush()V,spurious-spec
org.apache.commons.codec.binary.Base32OutputStream.write([BII)V,org.apache.commons.codec.binary.BaseNCodecOutputStream.flush(Z)V,no-break-pass (direct)
org.apache.commons.codec.binary.Base64.containsAlphabetOrPad([B)Z,org.apache.commons.codec.binary.BaseNCodec.decode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,spurious-spec
org.apache.commons.codec.binary.BaseNCodec.decode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.Base16.decodeOctet(B)I,no-break-pass (direct)
org.apache.commons.codec.binary.BaseNCodec.decode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.Base16.ensureBufferSize(ILorg/apache/commons/codec/binary/BaseNCodec$Context;)[B,no-break-pass (direct)
org.apache.commons.codec.binary.BaseNCodec.decode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.Base64.isStrictDecoding()Z,no-break-pass (indirect)
org.apache.commons.codec.binary.BaseNCodec.decode([BIILorg/apache/commons/codec/binary/BaseNCodec$Context;)V,org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,no-break-pass (indirect)
org.apache.commons.codec.binary.BaseNCodec.getDefaultBufferSize()I,org.apache.commons.codec.binary.Base16.decodeOctet(B)I,spurious-spec
org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendPrimary(C)V,org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.getPrimary()Ljava/lang/String;,true-spec
org.apache.commons.codec.language.Metaphone.isNextChar(Ljava/lang/StringBuilder;IC)Z,org.apache.commons.codec.language.Metaphone.regionMatch(Ljava/lang/StringBuilder;ILjava/lang/String;)Z,spurious-spec
org.apache.commons.codec.language.Metaphone.regionMatch(Ljava/lang/StringBuilder;ILjava/lang/String;)Z,org.apache.commons.codec.language.Metaphone.isNextChar(Ljava/lang/StringBuilder;IC)Z,spurious-spec
org.apache.commons.codec.language.Metaphone.setMaxCodeLen(I)V,org.apache.commons.codec.language.Metaphone.metaphone(Ljava/lang/String;)Ljava/lang/String;,sometimes-true-spec
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setConcat(Z)V,org.apache.commons.codec.language.bm.BeiderMorseEncoder.isConcat()Z,spurious-spec
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setMaxPhonemes(I)V,org.apache.commons.codec.language.bm.BeiderMorseEncoder.encode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setNameType(Lorg/apache/commons/codec/language/bm/NameType;)V,org.apache.commons.codec.language.bm.BeiderMorseEncoder.getNameType()Lorg/apache/commons/codec/language/bm/NameType;,spurious-spec
org.apache.commons.codec.language.bm.BeiderMorseEncoder.setRuleType(Lorg/apache/commons/codec/language/bm/RuleType;)V,org.apache.commons.codec.language.bm.BeiderMorseEncoder.getRuleType()Lorg/apache/commons/codec/language/bm/RuleType;,spurious-spec
org.apache.commons.codec.net.BCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.BCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.BCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.BCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.BCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.PercentCodec.expectedEncodingBytes([B)I,org.apache.commons.codec.net.PercentCodec.doEncode([BIZ)[B,unknown
org.apache.commons.codec.net.QCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.QCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.QCodec.encodeText(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,true-spec
org.apache.commons.codec.net.QuotedPrintableCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.QuotedPrintableCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.getCharset()Ljava/nio/charset/Charset;,org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,true-spec
org.apache.commons.codec.net.RFC1522Codec.getEncoding()Ljava/lang/String;,org.apache.commons.codec.net.RFC1522Codec.doEncoding([B)[B,spurious-spec
org.apache.commons.codec.net.URLCodec.getDefaultCharset()Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,true-spec
org.apache.commons.codec.net.URLCodec.getDefaultCharset()Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.URLCodec.getDefaultCharset()Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,true-spec
org.apache.commons.codec.net.PercentCodec.containsSpace([B)Z,org.apache.commons.codec.net.PercentCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.containsSpace([B)Z,org.apache.commons.codec.net.PercentCodec.expectedDecodingBytes([B)I,spurious-spec
org.apache.commons.codec.net.PercentCodec.expectedEncodingBytes([B)I,org.apache.commons.codec.net.PercentCodec.containsSpace([B)Z,spurious-spec
org.apache.commons.codec.net.PercentCodec.expectedEncodingBytes([B)I,org.apache.commons.codec.net.PercentCodec.expectedDecodingBytes([B)I,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChars([B)V,org.apache.commons.codec.net.PercentCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChars([B)V,org.apache.commons.codec.net.PercentCodec.expectedDecodingBytes([B)I,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.decode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Ljava/lang/String;Ljava/nio/charset/Charset;)Ljava/lang/String;,org.apache.commons.codec.net.QuotedPrintableCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.decode([B)[B,spurious-spec
org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.decode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.codec.net.URLCodec.encode(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.codec.net.URLCodec.decode([B)[B,spurious-spec
